Transaction_ID,Customer_Name,Gender,Join_Date,Customer_Age,Income_USD,Purchase_Amount,Product_Category,Country
TXN-1563,ANNA KOURNIKOVA,female,2023.05.10,,"$150,000.00",205.33, Home & Kitchen ,CAN
TXN-1564,  robert DOWNEY ,Female,2021-12-01,45.0,"$120,000.50",432.83,beauty,United Kingdom
TXN-1565,nan,nan,nan,34.0,"$95,000.00",140.87,nan,Canada
TXN-1566,nan,male,2021-12-01,60.0,"$150,000.00",271.98, Home & Kitchen ,Canada
TXN-1567,Michael Jordan,male,11/04/2022,,"$45,000.00",430.79,Electronics,United Kingdom
TXN-1568,  robert DOWNEY ,male,2023.05.10,58.0,"$32,000",169.68, Home & Kitchen ,nan
TXN-1569,Michael Jordan,m,15-Aug-2020,59.0,"$95,000.00",477.48,ELECTRONICS,Germany
TXN-1570,  sarah CONNOR  ,female,2022-01-15,67.0,"$120,000.50",69.72,nan,Germany
TXN-1571,nan,Male,15-Aug-2020,37.0,"$150,000.00",18.95, Home & Kitchen ,Canada
TXN-1572,emily WATSON ,female,08-11-2019,62.0,"$32,000",453.03,Electronics,Germany
TXN-1573,Laura Croft,M,2021-12-01,57.0,"$150,000.00",43.64,Electronics,nan
TXN-1574,  Chris Hemsworth  ,Female,03/22/2021,56.0,nan,496.03, Home & Kitchen ,US
TXN-1575,  robert DOWNEY ,Female,2023.05.10,66.0,"$45,000.00",476.18,cloths,US
TXN-1576,John Smith,male,2021-12-01,-5.0,"$55,000",77.14,Clothing,USA
TXN-1577,Michael Jordan,Female,2022-01-15,40.0,UNKNOWN,273.42,Beauty,UK
TXN-1578,  Chris Hemsworth  ,M,15-Aug-2020,64.0,"$62,500",100.61,clothing,U.S.A.
TXN-1579,John Smith,Male,08-11-2019,49.0,nan,219.8,nan,United States
TXN-1580,  Chris Hemsworth  ,M,15-Aug-2020,69.0,"$32,000",40.1,Beauty,Germany
TXN-1581,Laura Croft,Male,2022-01-15,64.0,nan,119.72,beauty,US
TXN-1582,John Smith,M,2023.05.10,50.0," $85,000 ",188.0,beauty,CAN
TXN-1583,ANNA KOURNIKOVA,Female,08-11-2019,,"$150,000.00",224.94,Electronics,United Kingdom
TXN-1584,David BECKHAM,Female,2023.05.10,63.0,"$150,000.00",488.97,beauty,UK
TXN-1585,ANNA KOURNIKOVA,Female,03/22/2021,22.0,"$62,500",405.85,cloths,USA
TXN-1586,nan,Male,15-Aug-2020,60.0,"$62,500",371.33,Clothing,U.S.A.
TXN-1587,David BECKHAM,Female,2023.05.10,65.0," $85,000 ",273.15,beauty,US
TXN-1588,ANNA KOURNIKOVA,male,2023.05.10,51.0,"$45,000.00",421.6,ELECTRONICS,USA
TXN-1589,David BECKHAM,male,2021-12-01,57.0,UNKNOWN,,Clothing,UK
TXN-1590,David BECKHAM,female,2022-01-15,28.0,"$55,000",357.36,cloths,United Kingdom
TXN-1591,emily WATSON ,Male,08-11-2019,67.0,"$55,000",496.95,Beauty,United States
TXN-1592,Michael Jordan,Female,2022-01-15,20.0,"$120,000.50",164.17,Clothing,US
TXN-1593,Michael Jordan,Female,15-Aug-2020,50.0,"$120,000.50",340.27,Clothing,United Kingdom
TXN-1594,emily WATSON ,male,2022-01-15,28.0,"$45,000.00",423.71,Beauty,U.S.A.
TXN-1595,  Chris Hemsworth  ,Male,15-Aug-2020,33.0,"$120,000.50",458.75,cloths,Germany
TXN-1596,  sarah CONNOR  ,Male,2023.05.10,35.0,"$120,000.50",361.79,beauty,UK
TXN-1597,  Chris Hemsworth  ,F,2023.05.10,47.0," $85,000 ",148.97,Electronics,U.S.A.
TXN-1598,John Smith,M,03/22/2021,65.0," $85,000 ",169.88,nan,United States
TXN-1599,John Smith,male,11/04/2022,200.0,"$120,000.50",20.17,Beauty,United Kingdom
TXN-1600,David BECKHAM,M,2022-01-15,27.0,nan,382.83,Beauty,nan
TXN-1601,ANNA KOURNIKOVA,Female,2021-12-01,35.0,"$95,000.00",30.94,Beauty,United States
TXN-1602,ANNA KOURNIKOVA,Male,2020/07/19,55.0,"$95,000.00",433.68,Beauty,Canada
TXN-1603,Michael Jordan,M,15-Aug-2020,36.0,"$45,000.00",68.14,nan,US
TXN-1604,  robert DOWNEY ,Female,2023.05.10,53.0,"$55,000",94.22,nan,Germany
TXN-1605,  Chris Hemsworth  ,f,15-Aug-2020,30.0,"$62,500",243.5,beauty,UK
TXN-1606,nan,male,2022-01-15,,"$45,000.00",371.56, Home & Kitchen ,CAN
TXN-1607,Laura Croft,male,15-Aug-2020,63.0,"$120,000.50",78.11, Home & Kitchen ,United Kingdom
TXN-1608,ANNA KOURNIKOVA,male,2021-12-01,20.0," $85,000 ",225.63,electronics,nan
TXN-1609,Laura Croft,Female,2023.05.10,27.0,"$150,000.00",246.6,Beauty,CAN
TXN-1610,David BECKHAM,male,2022-01-15,55.0,nan,114.02,Beauty,US
TXN-1611,Laura Croft,Female,2021-12-01,18.0,"$32,000",66.62,Clothing,US
TXN-1612,nan,female,2023.05.10,200.0," $85,000 ",419.85, Home & Kitchen ,UK
TXN-1613,emily WATSON ,Female,2021-12-01,,"$95,000.00",256.21,beauty,nan
TXN-1614,nan,M,2023.05.10,44.0," $85,000 ",17.05,Electronics,US
TXN-1615,Laura Croft,female,2023.05.10,63.0,nan,403.46,electronics,CAN
TXN-1616,nan,Female,2022-01-15,25.0,"$62,500",490.59,electronics,nan
TXN-1617,  sarah CONNOR  ,Female,03/22/2021,68.0,"$120,000.50",306.9,beauty,CAN
TXN-1618,David BECKHAM,Male,INVALID_DATE,63.0,"$150,000.00",256.82,Electronics,United States
TXN-1619,  Chris Hemsworth  ,nan,03/22/2021,59.0,"$95,000.00",440.42,Clothing,U.S.A.
TXN-1620,emily WATSON ,Male,INVALID_DATE,34.0,"$95,000.00",476.73,nan,nan
TXN-1621,ANNA KOURNIKOVA,Male,2023.05.10,26.0,UNKNOWN,379.72,clothing,USA
TXN-1622,John Smith,Male,2022-01-15,23.0,"$55,000",228.27, Home & Kitchen ,U.S.A.
TXN-1623,  Chris Hemsworth  ,Female,2022-01-15,60.0,"$62,500",300.19,Beauty,U.S.A.
TXN-1624,John Smith,Male,03/22/2021,42.0,"$95,000.00",,beauty,nan
TXN-1625,David BECKHAM,Male,08-11-2019,56.0,"$55,000",105.19, Home & Kitchen ,Germany
TXN-1626,emily WATSON ,Male,15-Aug-2020,66.0,"$95,000.00",229.13,Beauty,US
TXN-1627,Michael Jordan,Male,15-Aug-2020,45.0,"$120,000.50",416.61,clothing,United States
TXN-1628,ANNA KOURNIKOVA,Female,15-Aug-2020,50.0,"$55,000",330.82,clothing,Germany
TXN-1629,  sarah CONNOR  ,Female,2022-01-15,150.0,nan,211.49,nan,Germany
TXN-1630,Michael Jordan,male,2023.05.10,54.0,UNKNOWN,335.05,cloths,USA
TXN-1631,David BECKHAM,m,2022-01-15,26.0,"$120,000.50",67.93,clothing,United Kingdom
TXN-1632,  Chris Hemsworth  ,Female,2021-12-01,35.0,nan,206.73, Home & Kitchen ,nan
TXN-1633,  sarah CONNOR  ,Male,15-Aug-2020,,"$150,000.00",398.63,ELECTRONICS,CAN
TXN-1634,nan,male,15-Aug-2020,38.0,"$62,500",118.05,ELECTRONICS,US
TXN-1635,Laura Croft,nan,2023.05.10,19.0,"$62,500",101.12,Beauty,Germany
TXN-1636,  sarah CONNOR  ,Female,15-Aug-2020,60.0,"$32,000",475.9,Beauty,United States
TXN-1637,David BECKHAM,male,nan,55.0,"$32,000",112.85,cloths,United Kingdom
TXN-1638,  robert DOWNEY ,Female,2023.05.10,57.0,"$55,000",137.85,ELECTRONICS,USA
TXN-1639,Laura Croft,male,2022-01-15,53.0,"$62,500",485.11,Beauty,Canada
TXN-1640,John Smith,Female,11/04/2022,67.0,"$55,000",370.01,clothing,US
TXN-1641,ANNA KOURNIKOVA,Male,03/22/2021,60.0,"$32,000",352.8,Beauty,Canada
TXN-1642,John Smith,Male,2022-01-15,54.0,"$150,000.00",,electronics,U.S.A.
TXN-1643,  sarah CONNOR  ,Male,INVALID_DATE,32.0,"$95,000.00",66.75,cloths,Germany
TXN-1644,John Smith,f,2021-12-01,45.0,nan,355.92,beauty,UK
TXN-1645,David BECKHAM,female,nan,35.0," $85,000 ",256.81,Electronics,US
TXN-1646,nan,Male,2023.05.10,51.0,"$55,000",416.28,Clothing,CAN
TXN-1647,  Chris Hemsworth  ,Male,2023.05.10,39.0,"$150,000.00",258.99,Electronics,United Kingdom
TXN-1648,ANNA KOURNIKOVA,female,03/22/2021,28.0,nan,313.92,Electronics,United States
TXN-1649,John Smith,Male,03/22/2021,,"$62,500",244.09,nan,US
TXN-1650,John Smith,Male,2021-12-01,30.0,"$95,000.00",244.3,beauty,CAN
TXN-1651,  sarah CONNOR  ,nan,15-Aug-2020,21.0,nan,386.31,Beauty,nan
TXN-1652,  Chris Hemsworth  ,male,2021-12-01,39.0,UNKNOWN,318.0,nan,Canada
TXN-1653,Michael Jordan,Female,11/04/2022,24.0,"$32,000",320.3,Electronics,nan
TXN-1654,John Smith,nan,03/22/2021,60.0,nan,230.64,electronics,United Kingdom
TXN-1655,David BECKHAM,male,2023.05.10,150.0," $85,000 ",270.24,Clothing,USA
TXN-1656,  robert DOWNEY ,Male,11/04/2022,41.0,"$150,000.00",375.4,Electronics,Germany
TXN-1657,ANNA KOURNIKOVA,Male,03/22/2021,21.0,"$95,000.00",414.71,ELECTRONICS,US
TXN-1658,John Smith,female,2021-12-01,45.0,"$120,000.50",351.32,beauty,UK
TXN-1659,David BECKHAM,female,2023.05.10,32.0,nan,462.8,beauty,Canada
TXN-1660,David BECKHAM,female,03/22/2021,18.0,"$45,000.00",411.96,beauty,Canada
TXN-1661,ANNA KOURNIKOVA,Male,2023.05.10,200.0," $85,000 ",285.31,cloths,US
TXN-1662,Michael Jordan,female,nan,20.0," $85,000 ",338.99,cloths,U.S.A.
TXN-1663,David BECKHAM,F,03/22/2021,31.0,"$45,000.00",463.89,clothing,nan
TXN-1664,  robert DOWNEY ,Female,2021-12-01,55.0,UNKNOWN,313.39, Home & Kitchen ,Canada
TXN-1665,David BECKHAM,f,03/22/2021,67.0,"$120,000.50",414.16,Clothing,CAN
TXN-1666,David BECKHAM,female,2021-12-01,,"$32,000",347.52,nan,United States
TXN-1667,David BECKHAM,Female,11/04/2022,18.0,"$150,000.00",280.45,Beauty,Germany
TXN-1668,nan,Female,15-Aug-2020,55.0,"$95,000.00",128.5,Electronics,Canada
TXN-1669,nan,male,15-Aug-2020,55.0,"$150,000.00",218.74, Home & Kitchen ,CAN
TXN-1670,Michael Jordan,Male,2021-12-01,38.0,"$120,000.50",484.19,Beauty,United Kingdom
TXN-1671,John Smith,Female,2023.05.10,65.0,"$150,000.00",332.31,nan,United Kingdom
TXN-1672,David BECKHAM,male,11/04/2022,46.0,"$45,000.00",286.55, Home & Kitchen ,Germany
TXN-1673,  Chris Hemsworth  ,female,2022-01-15,22.0," $85,000 ",467.15,Beauty,U.S.A.
TXN-1674,John Smith,nan,08-11-2019,66.0,"$150,000.00",297.39,electronics,UK
TXN-1675,Michael Jordan,female,11/04/2022,27.0,"$55,000",267.78,cloths,Germany
TXN-1676,emily WATSON ,Male,08-11-2019,45.0,nan,382.06,nan,USA
TXN-1677,John Smith,male,2022-01-15,38.0,"$120,000.50",359.21,Clothing,U.S.A.
TXN-1678,John Smith,Male,2023.05.10,67.0,UNKNOWN,104.65,ELECTRONICS,Canada
TXN-1679,Laura Croft,Female,2023.05.10,24.0,"$55,000",240.94,electronics,Germany
TXN-1680,  sarah CONNOR  ,female,15-Aug-2020,20.0,"$45,000.00",241.53,cloths,nan
TXN-1681,Laura Croft,F,2023.05.10,62.0,"$62,500",195.33,beauty,United Kingdom
TXN-1682,  robert DOWNEY ,M,2022-01-15,64.0,"$45,000.00",263.47,cloths,CAN
TXN-1683,nan,F,11/04/2022,37.0,UNKNOWN,212.42, Home & Kitchen ,Germany
TXN-1684,nan,female,2023.05.10,36.0,UNKNOWN,107.68,clothing,nan
TXN-1685,  sarah CONNOR  ,male,2022-01-15,52.0,"$55,000",212.06,electronics,U.S.A.
TXN-1686,ANNA KOURNIKOVA,female,11/04/2022,21.0,nan,45.42,beauty,USA
TXN-1687,ANNA KOURNIKOVA,male,2023.05.10,22.0,"$120,000.50",292.14, Home & Kitchen ,CAN
TXN-1688,Michael Jordan,male,2022-01-15,18.0,"$32,000",428.29,nan,United States
TXN-1689,  sarah CONNOR  ,Female,INVALID_DATE,21.0," $85,000 ",365.39,Clothing,USA
TXN-1690,John Smith,male,2020/07/19,29.0,"$55,000",186.59,cloths,Canada
TXN-1691,ANNA KOURNIKOVA,Female,2023.05.10,44.0,UNKNOWN,52.66,nan,nan
TXN-1692,David BECKHAM,Female,2022-01-15,,"$62,500",109.05,beauty,Germany
TXN-1693,  Chris Hemsworth  ,Female,2021-12-01,59.0,"$95,000.00",277.29, Home & Kitchen ,Germany
TXN-1694,John Smith,male,2023.05.10,40.0,UNKNOWN,111.46,clothing,US
TXN-1695,  robert DOWNEY ,Female,15-Aug-2020,42.0,nan,276.55,cloths,United Kingdom
TXN-1696,David BECKHAM,Female,2023.05.10,38.0,nan,123.48,Clothing,Canada
TXN-1697,David BECKHAM,Female,2023.05.10,69.0,UNKNOWN,425.97,clothing,nan
TXN-1698,  sarah CONNOR  ,M,2023.05.10,41.0,nan,204.66,Beauty,Germany
TXN-1699,Michael Jordan,Male,15-Aug-2020,42.0,"$55,000",130.32, Home & Kitchen ,United States
TXN-1700,  robert DOWNEY ,Female,11/04/2022,62.0,UNKNOWN,408.04,nan,CAN
TXN-1701,ANNA KOURNIKOVA,Male,08-11-2019,200.0,UNKNOWN,177.99,cloths,Canada
TXN-1702,  sarah CONNOR  ,Female,15-Aug-2020,63.0,"$120,000.50",64.63,cloths,U.S.A.
TXN-1703,ANNA KOURNIKOVA,female,11/04/2022,49.0," $85,000 ",289.5,beauty,United States
TXN-1704,  sarah CONNOR  ,Female,08-11-2019,200.0,"$62,500",294.97,Clothing,CAN
TXN-1705,  sarah CONNOR  ,Female,2023.05.10,49.0,nan,360.2,ELECTRONICS,UK
TXN-1706,  sarah CONNOR  ,nan,15-Aug-2020,22.0,"$120,000.50",127.71,Beauty,United Kingdom
TXN-1707,Michael Jordan,female,11/04/2022,53.0,"$32,000",227.45,clothing,Canada
TXN-1708,  sarah CONNOR  ,F,2023.05.10,63.0,"$32,000",148.36,electronics,nan
TXN-1709,emily WATSON ,female,2021-12-01,59.0,"$150,000.00",49.67,electronics,USA
TXN-1710,  Chris Hemsworth  ,Male,2023.05.10,66.0,"$55,000",439.54,cloths,CAN
TXN-1711,ANNA KOURNIKOVA,Male,nan,59.0,"$55,000",367.15,beauty,U.S.A.
TXN-1712,John Smith,Female,2022-01-15,56.0,"$45,000.00",157.72,Electronics,Germany
TXN-1713,Laura Croft,Male,2022-01-15,33.0,"$62,500",,cloths,USA
TXN-1714,  robert DOWNEY ,m,11/04/2022,50.0,UNKNOWN,108.62,electronics,United States
TXN-1715,nan,male,03/22/2021,66.0,nan,446.22,electronics,United Kingdom
TXN-1716,Michael Jordan,Female,03/22/2021,38.0,"$62,500",66.3,Beauty,nan
TXN-1717,John Smith,female,15-Aug-2020,26.0,"$150,000.00",11.88,nan,USA
TXN-1718,David BECKHAM,Female,03/22/2021,23.0,"$45,000.00",255.98,Electronics,U.S.A.
TXN-1719,emily WATSON ,Female,2022-01-15,68.0,"$120,000.50",295.73,cloths,CAN
TXN-1720,nan,female,INVALID_DATE,62.0,"$62,500",293.69,Beauty,nan
TXN-1721,Laura Croft,M,03/22/2021,52.0,"$120,000.50",36.71,beauty,UK
TXN-1722,John Smith,F,11/04/2022,56.0,"$32,000",163.88,Beauty,Germany
TXN-1723,nan,Male,2021-12-01,39.0,nan,254.61,cloths,United Kingdom
TXN-1724,John Smith,nan,08-11-2019,58.0,"$150,000.00",116.12, Home & Kitchen ,USA
TXN-1725,emily WATSON ,Female,2022-01-15,150.0,UNKNOWN,437.59,ELECTRONICS,United Kingdom
TXN-1726,Laura Croft,male,08-11-2019,22.0,nan,52.68,cloths,United Kingdom
TXN-1727,David BECKHAM,Male,2023.05.10,59.0," $85,000 ",248.82,Clothing,United Kingdom
TXN-1728,  sarah CONNOR  ,m,11/04/2022,40.0,"$55,000",348.79,electronics,CAN
TXN-1729,ANNA KOURNIKOVA,Male,11/04/2022,34.0,"$150,000.00",138.26,Electronics,United Kingdom
TXN-1730,David BECKHAM,Male,2021-12-01,29.0,"$62,500",315.88,Electronics,UK
TXN-1731,  sarah CONNOR  ,Female,15-Aug-2020,40.0,nan,416.4,nan,United States
TXN-1732,Michael Jordan,Female,11/04/2022,33.0,"$95,000.00",103.27,ELECTRONICS,U.S.A.
TXN-1733,  Chris Hemsworth  ,Female,2023.05.10,20.0,"$55,000",459.44,Clothing,nan
TXN-1734,  robert DOWNEY ,F,2021-12-01,47.0,"$55,000",281.24,electronics,UK
TXN-1735,  robert DOWNEY ,Female,nan,,"$95,000.00",156.62,Electronics,nan
TXN-1736,ANNA KOURNIKOVA,Female,03/22/2021,39.0,"$45,000.00",221.12,Clothing,U.S.A.
TXN-1737,Laura Croft,Male,nan,26.0,"$45,000.00",162.97,Beauty,United States
TXN-1738,emily WATSON ,Female,2022-01-15,46.0,"$95,000.00",365.3,nan,Canada
TXN-1739,Laura Croft,male,2022-01-15,64.0," $85,000 ",400.19,cloths,nan
TXN-1740,emily WATSON ,nan,2022-01-15,54.0,"$32,000",418.14,cloths,nan
TXN-1741,Laura Croft,female,15-Aug-2020,40.0,"$95,000.00",493.03, Home & Kitchen ,United States
TXN-1742,  Chris Hemsworth  ,Female,11/04/2022,30.0,"$32,000",397.73,electronics,USA
TXN-1743,Michael Jordan,Male,2022-01-15,49.0,nan,304.68,Clothing,UK
TXN-1744,Michael Jordan,female,2022-01-15,63.0," $85,000 ",176.22,clothing,USA
TXN-1745,  sarah CONNOR  ,female,2020/07/19,69.0,"$150,000.00",276.85,Electronics,USA
TXN-1746,nan,Male,2021-12-01,64.0,"$32,000",30.12,beauty,USA
TXN-1747,Michael Jordan,male,2021-12-01,65.0,"$55,000",374.96,beauty,United Kingdom
TXN-1748,Michael Jordan,female,08-11-2019,40.0,nan,228.52,cloths,Germany
TXN-1749,David BECKHAM,Male,11/04/2022,62.0,"$55,000",19.81,clothing,nan
TXN-1750,David BECKHAM,F,2022-01-15,34.0," $85,000 ",40.63,beauty,USA
TXN-1751,  sarah CONNOR  ,M,15-Aug-2020,200.0,"$32,000",199.86,ELECTRONICS,UK
TXN-1752,nan,Male,11/04/2022,57.0,"$120,000.50",295.88,ELECTRONICS,Germany
TXN-1753,ANNA KOURNIKOVA,female,03/22/2021,38.0," $85,000 ",237.46,electronics,Germany
TXN-1754,David BECKHAM,male,11/04/2022,19.0," $85,000 ",313.41,clothing,USA
TXN-1755,ANNA KOURNIKOVA,Female,2022-01-15,54.0,"$120,000.50",245.34,ELECTRONICS,CAN
TXN-1756,John Smith,Male,15-Aug-2020,23.0,nan,,ELECTRONICS,USA
TXN-1757,David BECKHAM,Male,2023.05.10,61.0,"$32,000",117.37,cloths,CAN
TXN-1758,  Chris Hemsworth  ,Female,11/04/2022,35.0,"$32,000",65.29,beauty,USA
TXN-1759,nan,Female,2023.05.10,47.0,"$55,000",302.25,electronics,UK
TXN-1760,  sarah CONNOR  ,Female,11/04/2022,39.0," $85,000 ",247.5,Clothing,CAN
TXN-1761,John Smith,female,2022-01-15,150.0," $85,000 ",23.17,Beauty,United Kingdom
TXN-1762,nan,Female,2022-01-15,50.0,UNKNOWN,196.44,Electronics,Germany
TXN-1763,  Chris Hemsworth  ,Male,08-11-2019,47.0,"$150,000.00",62.0,Electronics,USA
TXN-1764,nan,male,11/04/2022,34.0," $85,000 ",270.36,nan,Germany
TXN-1765,  Chris Hemsworth  ,F,2022-01-15,60.0,"$62,500",,Beauty,USA
TXN-1766,  Chris Hemsworth  ,female,2021-12-01,49.0,"$150,000.00",310.44,Beauty,nan
TXN-1767,ANNA KOURNIKOVA,Female,03/22/2021,59.0,"$62,500",404.75,Electronics,nan
TXN-1768,Laura Croft,male,2023.05.10,68.0,"$32,000",156.84,Electronics,US
TXN-1769,John Smith,male,2022-01-15,31.0,"$150,000.00",481.43,Clothing,USA
TXN-1770,nan,female,11/04/2022,27.0," $85,000 ",272.46,clothing,US
TXN-1771,emily WATSON ,female,11/04/2022,64.0,"$120,000.50",312.96,clothing,United States
TXN-1772,John Smith,Female,03/22/2021,68.0,"$55,000",343.53,Clothing,United States
TXN-1773,Laura Croft,female,08-11-2019,53.0,"$62,500",336.7,beauty,Germany
TXN-1774,John Smith,female,15-Aug-2020,51.0,"$150,000.00",260.38,Beauty,CAN
TXN-1775,Michael Jordan,Male,03/22/2021,26.0," $85,000 ",220.09, Home & Kitchen ,USA
TXN-1776,emily WATSON ,M,03/22/2021,59.0,"$150,000.00",36.35,Beauty,U.S.A.
TXN-1777,Laura Croft,Male,03/22/2021,45.0," $85,000 ",20.82,nan,USA
TXN-1778,ANNA KOURNIKOVA,Male,2022-01-15,28.0," $85,000 ",185.4,Electronics,USA
TXN-1779,nan,female,2023.05.10,31.0," $85,000 ",173.49,Beauty,U.S.A.
TXN-1780,  robert DOWNEY ,m,2021-12-01,56.0,UNKNOWN,199.97,Electronics,United States
TXN-1781,Laura Croft,Female,2023.05.10,200.0,"$55,000",77.8,Beauty,US
TXN-1782,  sarah CONNOR  ,Male,03/22/2021,64.0,"$120,000.50",371.7,nan,Germany
TXN-1783,nan,male,2022-01-15,150.0,"$120,000.50",429.91,beauty,United States
TXN-1784,Laura Croft,Male,03/22/2021,36.0,"$150,000.00",469.97, Home & Kitchen ,U.S.A.
TXN-1785,Michael Jordan,Male,15-Aug-2020,150.0,"$150,000.00",251.26,ELECTRONICS,USA
TXN-1786,  robert DOWNEY ,Female,2021-12-01,32.0," $85,000 ",353.42,Clothing,United States
TXN-1787,Michael Jordan,male,03/22/2021,45.0,UNKNOWN,429.22,Clothing,UK
TXN-1788,  robert DOWNEY ,Female,11/04/2022,41.0," $85,000 ",214.96, Home & Kitchen ,nan
TXN-1789,  sarah CONNOR  ,Male,08-11-2019,25.0,UNKNOWN,161.61,Beauty,USA
TXN-1790,nan,Male,2023.05.10,60.0," $85,000 ",469.0,ELECTRONICS,Canada
TXN-1791,ANNA KOURNIKOVA,male,2021-12-01,26.0,"$62,500",262.68,nan,U.S.A.
TXN-1792,Michael Jordan,Female,2023.05.10,64.0,"$62,500",253.65,clothing,United Kingdom
TXN-1793,Michael Jordan,Female,11/04/2022,50.0,"$32,000",97.42,Beauty,CAN
TXN-1794,  Chris Hemsworth  ,M,2023.05.10,50.0," $85,000 ",63.0,beauty,United Kingdom
TXN-1795,  robert DOWNEY ,M,2023.05.10,36.0,"$55,000",422.63,Electronics,United States
TXN-1796,David BECKHAM,Female,03/22/2021,20.0,"$32,000",310.93,electronics,USA
TXN-1797,nan,Male,15-Aug-2020,27.0,"$150,000.00",169.65,Beauty,CAN
TXN-1798,  robert DOWNEY ,male,03/22/2021,57.0,nan,103.95,electronics,CAN
TXN-1799,  Chris Hemsworth  ,female,2023.05.10,64.0," $85,000 ",282.19,Beauty,Germany
TXN-1800,John Smith,Female,2022-01-15,59.0,"$62,500",296.12, Home & Kitchen ,United Kingdom
TXN-1801,  robert DOWNEY ,male,08-11-2019,18.0,nan,111.43,electronics,USA
TXN-1802,ANNA KOURNIKOVA,F,11/04/2022,46.0,UNKNOWN,,Beauty,Germany
TXN-1803,nan,female,15-Aug-2020,67.0,nan,51.29,Clothing,US
TXN-1804,  Chris Hemsworth  ,male,03/22/2021,51.0,"$55,000",184.49,electronics,United Kingdom
TXN-1805,John Smith,Female,08-11-2019,68.0," $85,000 ",343.39,Beauty,nan
TXN-1806,emily WATSON ,Female,2021-12-01,30.0,"$120,000.50",144.32,clothing,nan
TXN-1807,  Chris Hemsworth  ,M,11/04/2022,150.0,nan,,Electronics,Germany
TXN-1808,emily WATSON ,male,03/22/2021,18.0,"$120,000.50",372.54,clothing,US
TXN-1809,nan,male,15-Aug-2020,51.0,UNKNOWN,396.62,ELECTRONICS,UK
TXN-1810,Michael Jordan,Female,2022-01-15,46.0,"$32,000",68.36,Beauty,UK
TXN-1811,  Chris Hemsworth  ,M,03/22/2021,65.0,"$120,000.50",78.87,cloths,nan
TXN-1812,  sarah CONNOR  ,female,2021-12-01,64.0,"$32,000",150.37,beauty,Canada
TXN-1813,emily WATSON ,Female,11/04/2022,30.0,"$62,500",263.86,clothing,U.S.A.
TXN-1814,ANNA KOURNIKOVA,Male,2023.05.10,65.0," $85,000 ",376.53,electronics,U.S.A.
TXN-1815,  sarah CONNOR  ,Female,08-11-2019,66.0,nan,419.9, Home & Kitchen ,Canada
TXN-1816,Laura Croft,male,2023.05.10,-5.0,"$62,500",355.12,beauty,Germany
TXN-1817,Laura Croft,Female,2023.05.10,46.0,"$62,500",465.01,cloths,U.S.A.
TXN-1818,John Smith,Female,15-Aug-2020,56.0,"$95,000.00",371.98,nan,U.S.A.
TXN-1819,Michael Jordan,Male,2020/07/19,41.0,"$45,000.00",160.07,Beauty,United Kingdom
TXN-1820,nan,m,2022-01-15,43.0,"$55,000",, Home & Kitchen ,United Kingdom
TXN-1821,  Chris Hemsworth  ,Male,2020/07/19,34.0,"$32,000",351.13,Beauty,Canada
TXN-1822,David BECKHAM,Male,2021-12-01,24.0,"$95,000.00",104.51,ELECTRONICS,USA
TXN-1823,ANNA KOURNIKOVA,male,2022-01-15,30.0,"$45,000.00",55.43,cloths,US
TXN-1824,emily WATSON ,male,2023.05.10,22.0,"$55,000",270.79,Beauty,Germany
TXN-1825,nan,nan,08-11-2019,43.0,"$32,000",412.6,electronics,United Kingdom
TXN-1826,  sarah CONNOR  ,M,2023.05.10,66.0," $85,000 ",59.68,ELECTRONICS,United Kingdom
TXN-1827,Laura Croft,male,08-11-2019,20.0,"$55,000",398.03,Clothing,UK
TXN-1828,ANNA KOURNIKOVA,Female,2020/07/19,24.0,nan,407.67,nan,US
TXN-1829,David BECKHAM,Male,15-Aug-2020,66.0,"$62,500",246.31,cloths,UK
TXN-1830,  Chris Hemsworth  ,nan,15-Aug-2020,56.0,"$45,000.00",38.08,Electronics,USA
TXN-1831,John Smith,Female,2020/07/19,-5.0,"$45,000.00",95.55, Home & Kitchen ,US
TXN-1832,David BECKHAM,female,11/04/2022,18.0,"$45,000.00",,clothing,U.S.A.
TXN-1833,ANNA KOURNIKOVA,Male,2022-01-15,66.0,"$32,000",358.77,Beauty,UK
TXN-1834,David BECKHAM,M,2022-01-15,34.0,nan,450.19, Home & Kitchen ,nan
TXN-1835,ANNA KOURNIKOVA,M,2023.05.10,60.0,"$55,000",295.52, Home & Kitchen ,Germany
TXN-1836,ANNA KOURNIKOVA,female,2020/07/19,42.0,"$62,500",70.81,Electronics,U.S.A.
TXN-1837,  robert DOWNEY ,Male,2021-12-01,20.0,nan,69.49,Electronics,US
TXN-1838,emily WATSON ,male,11/04/2022,32.0,"$95,000.00",363.35,ELECTRONICS,nan
TXN-1839,Laura Croft,nan,2022-01-15,46.0," $85,000 ",100.05,cloths,USA
TXN-1840,  robert DOWNEY ,m,03/22/2021,-5.0,"$120,000.50",170.91,electronics,nan
TXN-1841,  Chris Hemsworth  ,male,08-11-2019,60.0,nan,248.73,nan,United Kingdom
TXN-1842,  robert DOWNEY ,Male,03/22/2021,49.0,"$95,000.00",22.13,Electronics,Canada
TXN-1843,Michael Jordan,nan,03/22/2021,43.0,"$62,500",131.92,Electronics,nan
TXN-1844,Michael Jordan,Male,2022-01-15,33.0,"$120,000.50",209.87,clothing,CAN
