Transaction_ID,Customer_Name,Gender,Join_Date,Customer_Age,Income_USD,Purchase_Amount,Product_Category,Country,Purchase_Amount_Capped
TXN-1569,Michael Jordan,Male,2020-08-15,59,95000.0,477.48,Electronics,Germany,477.48
TXN-1570,Sarah Connor,Female,2022-01-15,67,120000.5,69.72,Electronics,Germany,69.72
TXN-1571,Unknown Customer,Male,2020-08-15,37,150000.0,18.95,Home & Kitchen,Canada,18.95
TXN-1572,Emily Watson,Female,2019-08-11,62,32000.0,453.03,Electronics,Germany,453.03
TXN-1573,Laura Croft,Male,2021-12-01,57,150000.0,43.64,Electronics,United States,43.64
TXN-1574,Chris Hemsworth,Female,2021-03-22,56,85000.0,496.03,Home & Kitchen,United States,496.03
TXN-1575,Robert Downey,Female,2023-05-10,66,45000.0,476.18,Clothing,United States,476.18
TXN-1576,John Smith,Male,2021-12-01,44,55000.0,77.14,Clothing,United States,77.14
TXN-1577,Michael Jordan,Female,2022-01-15,40,85000.0,273.42,Beauty,United Kingdom,273.42
TXN-1578,Chris Hemsworth,Male,2020-08-15,64,62500.0,100.61,Clothing,United States,100.61
TXN-1579,John Smith,Male,2019-08-11,49,85000.0,219.8,Electronics,United States,219.8
TXN-1580,Chris Hemsworth,Male,2020-08-15,69,32000.0,40.1,Beauty,Germany,40.1
TXN-1581,Laura Croft,Male,2022-01-15,64,85000.0,119.72,Beauty,United States,119.72
TXN-1582,John Smith,Male,2023-05-10,50,85000.0,188.0,Beauty,Canada,188.0
TXN-1583,Anna Kournikova,Female,2019-08-11,44,150000.0,224.94,Electronics,United Kingdom,224.94
TXN-1584,David Beckham,Female,2023-05-10,63,150000.0,488.97,Beauty,United Kingdom,488.97
TXN-1585,Anna Kournikova,Female,2021-03-22,22,62500.0,405.85,Clothing,United States,405.85
TXN-1586,Unknown Customer,Male,2020-08-15,60,62500.0,371.33,Clothing,United States,371.33
TXN-1587,David Beckham,Female,2023-05-10,65,85000.0,273.15,Beauty,United States,273.15
TXN-1588,Anna Kournikova,Male,2023-05-10,51,45000.0,421.6,Electronics,United States,421.6
TXN-1589,David Beckham,Male,2021-12-01,57,85000.0,248.73,Clothing,United Kingdom,248.73
TXN-1590,David Beckham,Female,2022-01-15,28,55000.0,357.36,Clothing,United Kingdom,357.36
TXN-1591,Emily Watson,Male,2019-08-11,67,55000.0,496.95,Beauty,United States,496.95
TXN-1592,Michael Jordan,Female,2022-01-15,20,120000.5,164.17,Clothing,United States,164.17
TXN-1593,Michael Jordan,Female,2020-08-15,50,120000.5,340.27,Clothing,United Kingdom,340.27
TXN-1594,Emily Watson,Male,2022-01-15,28,45000.0,423.71,Beauty,United States,423.71
TXN-1595,Chris Hemsworth,Male,2020-08-15,33,120000.5,458.75,Clothing,Germany,458.75
TXN-1596,Sarah Connor,Male,2023-05-10,35,120000.5,361.79,Beauty,United Kingdom,361.79
TXN-1597,Chris Hemsworth,Female,2023-05-10,47,85000.0,148.97,Electronics,United States,148.97
TXN-1598,John Smith,Male,2021-03-22,65,85000.0,169.88,Electronics,United States,169.88
TXN-1599,John Smith,Male,2022-11-04,44,120000.5,20.17,Beauty,United Kingdom,20.17
TXN-1600,David Beckham,Male,2022-01-15,27,85000.0,382.83,Beauty,United States,382.83
TXN-1601,Anna Kournikova,Female,2021-12-01,35,95000.0,30.94,Beauty,United States,30.94
TXN-1602,Anna Kournikova,Male,2020-07-19,55,95000.0,433.68,Beauty,Canada,433.68
TXN-1603,Michael Jordan,Male,2020-08-15,36,45000.0,68.14,Electronics,United States,68.14
TXN-1604,Robert Downey,Female,2023-05-10,53,55000.0,94.22,Electronics,Germany,94.22
TXN-1605,Chris Hemsworth,Female,2020-08-15,30,62500.0,243.5,Beauty,United Kingdom,243.5
TXN-1606,Unknown Customer,Male,2022-01-15,44,45000.0,371.56,Home & Kitchen,Canada,371.56
TXN-1607,Laura Croft,Male,2020-08-15,63,120000.5,78.11,Home & Kitchen,United Kingdom,78.11
TXN-1608,Anna Kournikova,Male,2021-12-01,20,85000.0,225.63,Electronics,United States,225.63
TXN-1609,Laura Croft,Female,2023-05-10,27,150000.0,246.6,Beauty,Canada,246.6
TXN-1610,David Beckham,Male,2022-01-15,55,85000.0,114.02,Beauty,United States,114.02
TXN-1611,Laura Croft,Female,2021-12-01,18,32000.0,66.62,Clothing,United States,66.62
TXN-1612,Unknown Customer,Female,2023-05-10,44,85000.0,419.85,Home & Kitchen,United Kingdom,419.85
TXN-1613,Emily Watson,Female,2021-12-01,44,95000.0,256.21,Beauty,United States,256.21
TXN-1614,Unknown Customer,Male,2023-05-10,44,85000.0,17.05,Electronics,United States,17.05
TXN-1615,Laura Croft,Female,2023-05-10,63,85000.0,403.46,Electronics,Canada,403.46
TXN-1616,Unknown Customer,Female,2022-01-15,25,62500.0,490.59,Electronics,United States,490.59
TXN-1617,Sarah Connor,Female,2021-03-22,68,120000.5,306.9,Beauty,Canada,306.9
TXN-1618,David Beckham,Male,2021-03-22,63,150000.0,256.82,Electronics,United States,256.82
TXN-1619,Chris Hemsworth,Female,2021-03-22,59,95000.0,440.42,Clothing,United States,440.42
TXN-1620,Emily Watson,Male,2021-03-22,34,95000.0,476.73,Electronics,United States,476.73
TXN-1621,Anna Kournikova,Male,2023-05-10,26,85000.0,379.72,Clothing,United States,379.72
TXN-1622,John Smith,Male,2022-01-15,23,55000.0,228.27,Home & Kitchen,United States,228.27
TXN-1623,Chris Hemsworth,Female,2022-01-15,60,62500.0,300.19,Beauty,United States,300.19
TXN-1624,John Smith,Male,2021-03-22,42,95000.0,248.73,Beauty,United States,248.73
TXN-1625,David Beckham,Male,2019-08-11,56,55000.0,105.19,Home & Kitchen,Germany,105.19
TXN-1626,Emily Watson,Male,2020-08-15,66,95000.0,229.13,Beauty,United States,229.13
TXN-1627,Michael Jordan,Male,2020-08-15,45,120000.5,416.61,Clothing,United States,416.61
TXN-1628,Anna Kournikova,Female,2020-08-15,50,55000.0,330.82,Clothing,Germany,330.82
TXN-1629,Sarah Connor,Female,2022-01-15,44,85000.0,211.49,Electronics,Germany,211.49
TXN-1630,Michael Jordan,Male,2023-05-10,54,85000.0,335.05,Clothing,United States,335.05
TXN-1631,David Beckham,Male,2022-01-15,26,120000.5,67.93,Clothing,United Kingdom,67.93
TXN-1632,Chris Hemsworth,Female,2021-12-01,35,85000.0,206.73,Home & Kitchen,United States,206.73
TXN-1633,Sarah Connor,Male,2020-08-15,44,150000.0,398.63,Electronics,Canada,398.63
TXN-1634,Unknown Customer,Male,2020-08-15,38,62500.0,118.05,Electronics,United States,118.05
TXN-1635,Laura Croft,Female,2023-05-10,19,62500.0,101.12,Beauty,Germany,101.12
TXN-1636,Sarah Connor,Female,2020-08-15,60,32000.0,475.9,Beauty,United States,475.9
TXN-1637,David Beckham,Male,2020-08-15,55,32000.0,112.85,Clothing,United Kingdom,112.85
TXN-1638,Robert Downey,Female,2023-05-10,57,55000.0,137.85,Electronics,United States,137.85
TXN-1639,Laura Croft,Male,2022-01-15,53,62500.0,485.11,Beauty,Canada,485.11
TXN-1640,John Smith,Female,2022-11-04,67,55000.0,370.01,Clothing,United States,370.01
TXN-1641,Anna Kournikova,Male,2021-03-22,60,32000.0,352.8,Beauty,Canada,352.8
TXN-1642,John Smith,Male,2022-01-15,54,150000.0,248.73,Electronics,United States,248.73
TXN-1643,Sarah Connor,Male,2022-01-15,32,95000.0,66.75,Clothing,Germany,66.75
TXN-1644,John Smith,Female,2021-12-01,45,85000.0,355.92,Beauty,United Kingdom,355.92
TXN-1645,David Beckham,Female,2021-12-01,35,85000.0,256.81,Electronics,United States,256.81
TXN-1646,Unknown Customer,Male,2023-05-10,51,55000.0,416.28,Clothing,Canada,416.28
TXN-1647,Chris Hemsworth,Male,2023-05-10,39,150000.0,258.99,Electronics,United Kingdom,258.99
TXN-1648,Anna Kournikova,Female,2021-03-22,28,85000.0,313.92,Electronics,United States,313.92
TXN-1649,John Smith,Male,2021-03-22,44,62500.0,244.09,Electronics,United States,244.09
TXN-1650,John Smith,Male,2021-12-01,30,95000.0,244.3,Beauty,Canada,244.3
TXN-1651,Sarah Connor,Female,2020-08-15,21,85000.0,386.31,Beauty,United States,386.31
TXN-1652,Chris Hemsworth,Male,2021-12-01,39,85000.0,318.0,Electronics,Canada,318.0
TXN-1653,Michael Jordan,Female,2022-11-04,24,32000.0,320.3,Electronics,United States,320.3
TXN-1654,John Smith,Female,2021-03-22,60,85000.0,230.64,Electronics,United Kingdom,230.64
TXN-1655,David Beckham,Male,2023-05-10,44,85000.0,270.24,Clothing,United States,270.24
TXN-1656,Robert Downey,Male,2022-11-04,41,150000.0,375.4,Electronics,Germany,375.4
TXN-1657,Anna Kournikova,Male,2021-03-22,21,95000.0,414.71,Electronics,United States,414.71
TXN-1658,John Smith,Female,2021-12-01,45,120000.5,351.32,Beauty,United Kingdom,351.32
TXN-1659,David Beckham,Female,2023-05-10,32,85000.0,462.8,Beauty,Canada,462.8
TXN-1660,David Beckham,Female,2021-03-22,18,45000.0,411.96,Beauty,Canada,411.96
TXN-1661,Anna Kournikova,Male,2023-05-10,44,85000.0,285.31,Clothing,United States,285.31
TXN-1662,Michael Jordan,Female,2023-05-10,20,85000.0,338.99,Clothing,United States,338.99
TXN-1663,David Beckham,Female,2021-03-22,31,45000.0,463.89,Clothing,United States,463.89
TXN-1664,Robert Downey,Female,2021-12-01,55,85000.0,313.39,Home & Kitchen,Canada,313.39
TXN-1665,David Beckham,Female,2021-03-22,67,120000.5,414.16,Clothing,Canada,414.16
TXN-1666,David Beckham,Female,2021-12-01,44,32000.0,347.52,Electronics,United States,347.52
TXN-1667,David Beckham,Female,2022-11-04,18,150000.0,280.45,Beauty,Germany,280.45
TXN-1668,Unknown Customer,Female,2020-08-15,55,95000.0,128.5,Electronics,Canada,128.5
TXN-1669,Unknown Customer,Male,2020-08-15,55,150000.0,218.74,Home & Kitchen,Canada,218.74
TXN-1670,Michael Jordan,Male,2021-12-01,38,120000.5,484.19,Beauty,United Kingdom,484.19
TXN-1671,John Smith,Female,2023-05-10,65,150000.0,332.31,Electronics,United Kingdom,332.31
TXN-1672,David Beckham,Male,2022-11-04,46,45000.0,286.55,Home & Kitchen,Germany,286.55
TXN-1673,Chris Hemsworth,Female,2022-01-15,22,85000.0,467.15,Beauty,United States,467.15
TXN-1674,John Smith,Female,2019-08-11,66,150000.0,297.39,Electronics,United Kingdom,297.39
TXN-1675,Michael Jordan,Female,2022-11-04,27,55000.0,267.78,Clothing,Germany,267.78
TXN-1676,Emily Watson,Male,2019-08-11,45,85000.0,382.06,Electronics,United States,382.06
TXN-1677,John Smith,Male,2022-01-15,38,120000.5,359.21,Clothing,United States,359.21
TXN-1678,John Smith,Male,2023-05-10,67,85000.0,104.65,Electronics,Canada,104.65
TXN-1679,Laura Croft,Female,2023-05-10,24,55000.0,240.94,Electronics,Germany,240.94
TXN-1680,Sarah Connor,Female,2020-08-15,20,45000.0,241.53,Clothing,United States,241.53
TXN-1681,Laura Croft,Female,2023-05-10,62,62500.0,195.33,Beauty,United Kingdom,195.33
TXN-1682,Robert Downey,Male,2022-01-15,64,45000.0,263.47,Clothing,Canada,263.47
TXN-1683,Unknown Customer,Female,2022-11-04,37,85000.0,212.42,Home & Kitchen,Germany,212.42
TXN-1684,Unknown Customer,Female,2023-05-10,36,85000.0,107.68,Clothing,United States,107.68
TXN-1685,Sarah Connor,Male,2022-01-15,52,55000.0,212.06,Electronics,United States,212.06
TXN-1686,Anna Kournikova,Female,2022-11-04,21,85000.0,45.42,Beauty,United States,45.42
TXN-1687,Anna Kournikova,Male,2023-05-10,22,120000.5,292.14,Home & Kitchen,Canada,292.14
TXN-1688,Michael Jordan,Male,2022-01-15,18,32000.0,428.29,Electronics,United States,428.29
TXN-1689,Sarah Connor,Female,2022-01-15,21,85000.0,365.39,Clothing,United States,365.39
TXN-1690,John Smith,Male,2020-07-19,29,55000.0,186.59,Clothing,Canada,186.59
TXN-1691,Anna Kournikova,Female,2023-05-10,44,85000.0,52.66,Electronics,United States,52.66
TXN-1692,David Beckham,Female,2022-01-15,44,62500.0,109.05,Beauty,Germany,109.05
TXN-1693,Chris Hemsworth,Female,2021-12-01,59,95000.0,277.29,Home & Kitchen,Germany,277.29
TXN-1694,John Smith,Male,2023-05-10,40,85000.0,111.46,Clothing,United States,111.46
TXN-1695,Robert Downey,Female,2020-08-15,42,85000.0,276.55,Clothing,United Kingdom,276.55
TXN-1696,David Beckham,Female,2023-05-10,38,85000.0,123.48,Clothing,Canada,123.48
TXN-1697,David Beckham,Female,2023-05-10,69,85000.0,425.97,Clothing,United States,425.97
TXN-1698,Sarah Connor,Male,2023-05-10,41,85000.0,204.66,Beauty,Germany,204.66
TXN-1699,Michael Jordan,Male,2020-08-15,42,55000.0,130.32,Home & Kitchen,United States,130.32
TXN-1700,Robert Downey,Female,2022-11-04,62,85000.0,408.04,Electronics,Canada,408.04
TXN-1701,Anna Kournikova,Male,2019-08-11,44,85000.0,177.99,Clothing,Canada,177.99
TXN-1702,Sarah Connor,Female,2020-08-15,63,120000.5,64.63,Clothing,United States,64.63
TXN-1703,Anna Kournikova,Female,2022-11-04,49,85000.0,289.5,Beauty,United States,289.5
TXN-1704,Sarah Connor,Female,2019-08-11,44,62500.0,294.97,Clothing,Canada,294.97
TXN-1705,Sarah Connor,Female,2023-05-10,49,85000.0,360.2,Electronics,United Kingdom,360.2
TXN-1706,Sarah Connor,Female,2020-08-15,22,120000.5,127.71,Beauty,United Kingdom,127.71
TXN-1707,Michael Jordan,Female,2022-11-04,53,32000.0,227.45,Clothing,Canada,227.45
TXN-1708,Sarah Connor,Female,2023-05-10,63,32000.0,148.36,Electronics,United States,148.36
TXN-1709,Emily Watson,Female,2021-12-01,59,150000.0,49.67,Electronics,United States,49.67
TXN-1710,Chris Hemsworth,Male,2023-05-10,66,55000.0,439.54,Clothing,Canada,439.54
TXN-1711,Anna Kournikova,Male,2023-05-10,59,55000.0,367.15,Beauty,United States,367.15
TXN-1712,John Smith,Female,2022-01-15,56,45000.0,157.72,Electronics,Germany,157.72
TXN-1713,Laura Croft,Male,2022-01-15,33,62500.0,248.73,Clothing,United States,248.73
TXN-1714,Robert Downey,Male,2022-11-04,50,85000.0,108.62,Electronics,United States,108.62
TXN-1715,Unknown Customer,Male,2021-03-22,66,85000.0,446.22,Electronics,United Kingdom,446.22
TXN-1716,Michael Jordan,Female,2021-03-22,38,62500.0,66.3,Beauty,United States,66.3
TXN-1717,John Smith,Female,2020-08-15,26,150000.0,11.88,Electronics,United States,11.88
TXN-1718,David Beckham,Female,2021-03-22,23,45000.0,255.98,Electronics,United States,255.98
TXN-1719,Emily Watson,Female,2022-01-15,68,120000.5,295.73,Clothing,Canada,295.73
TXN-1720,Unknown Customer,Female,2022-01-15,62,62500.0,293.69,Beauty,United States,293.69
TXN-1721,Laura Croft,Male,2021-03-22,52,120000.5,36.71,Beauty,United Kingdom,36.71
TXN-1722,John Smith,Female,2022-11-04,56,32000.0,163.88,Beauty,Germany,163.88
TXN-1723,Unknown Customer,Male,2021-12-01,39,85000.0,254.61,Clothing,United Kingdom,254.61
TXN-1724,John Smith,Female,2019-08-11,58,150000.0,116.12,Home & Kitchen,United States,116.12
TXN-1725,Emily Watson,Female,2022-01-15,44,85000.0,437.59,Electronics,United Kingdom,437.59
TXN-1726,Laura Croft,Male,2019-08-11,22,85000.0,52.68,Clothing,United Kingdom,52.68
TXN-1727,David Beckham,Male,2023-05-10,59,85000.0,248.82,Clothing,United Kingdom,248.82
TXN-1728,Sarah Connor,Male,2022-11-04,40,55000.0,348.79,Electronics,Canada,348.79
TXN-1729,Anna Kournikova,Male,2022-11-04,34,150000.0,138.26,Electronics,United Kingdom,138.26
TXN-1730,David Beckham,Male,2021-12-01,29,62500.0,315.88,Electronics,United Kingdom,315.88
TXN-1731,Sarah Connor,Female,2020-08-15,40,85000.0,416.4,Electronics,United States,416.4
TXN-1732,Michael Jordan,Female,2022-11-04,33,95000.0,103.27,Electronics,United States,103.27
TXN-1733,Chris Hemsworth,Female,2023-05-10,20,55000.0,459.44,Clothing,United States,459.44
TXN-1734,Robert Downey,Female,2021-12-01,47,55000.0,281.24,Electronics,United Kingdom,281.24
TXN-1735,Robert Downey,Female,2021-12-01,44,95000.0,156.62,Electronics,United States,156.62
TXN-1736,Anna Kournikova,Female,2021-03-22,39,45000.0,221.12,Clothing,United States,221.12
TXN-1737,Laura Croft,Male,2021-03-22,26,45000.0,162.97,Beauty,United States,162.97
TXN-1738,Emily Watson,Female,2022-01-15,46,95000.0,365.3,Electronics,Canada,365.3
TXN-1739,Laura Croft,Male,2022-01-15,64,85000.0,400.19,Clothing,United States,400.19
TXN-1740,Emily Watson,Female,2022-01-15,54,32000.0,418.14,Clothing,United States,418.14
TXN-1741,Laura Croft,Female,2020-08-15,40,95000.0,493.03,Home & Kitchen,United States,493.03
TXN-1742,Chris Hemsworth,Female,2022-11-04,30,32000.0,397.73,Electronics,United States,397.73
TXN-1743,Michael Jordan,Male,2022-01-15,49,85000.0,304.68,Clothing,United Kingdom,304.68
TXN-1744,Michael Jordan,Female,2022-01-15,63,85000.0,176.22,Clothing,United States,176.22
TXN-1745,Sarah Connor,Female,2020-07-19,69,150000.0,276.85,Electronics,United States,276.85
TXN-1746,Unknown Customer,Male,2021-12-01,64,32000.0,30.12,Beauty,United States,30.12
TXN-1747,Michael Jordan,Male,2021-12-01,65,55000.0,374.96,Beauty,United Kingdom,374.96
TXN-1748,Michael Jordan,Female,2019-08-11,40,85000.0,228.52,Clothing,Germany,228.52
TXN-1749,David Beckham,Male,2022-11-04,62,55000.0,19.81,Clothing,United States,19.81
TXN-1750,David Beckham,Female,2022-01-15,34,85000.0,40.63,Beauty,United States,40.63
TXN-1751,Sarah Connor,Male,2020-08-15,44,32000.0,199.86,Electronics,United Kingdom,199.86
TXN-1752,Unknown Customer,Male,2022-11-04,57,120000.5,295.88,Electronics,Germany,295.88
TXN-1753,Anna Kournikova,Female,2021-03-22,38,85000.0,237.46,Electronics,Germany,237.46
TXN-1754,David Beckham,Male,2022-11-04,19,85000.0,313.41,Clothing,United States,313.41
TXN-1755,Anna Kournikova,Female,2022-01-15,54,120000.5,245.34,Electronics,Canada,245.34
TXN-1756,John Smith,Male,2020-08-15,23,85000.0,248.73,Electronics,United States,248.73
TXN-1757,David Beckham,Male,2023-05-10,61,32000.0,117.37,Clothing,Canada,117.37
TXN-1758,Chris Hemsworth,Female,2022-11-04,35,32000.0,65.29,Beauty,United States,65.29
TXN-1759,Unknown Customer,Female,2023-05-10,47,55000.0,302.25,Electronics,United Kingdom,302.25
TXN-1760,Sarah Connor,Female,2022-11-04,39,85000.0,247.5,Clothing,Canada,247.5
TXN-1761,John Smith,Female,2022-01-15,44,85000.0,23.17,Beauty,United Kingdom,23.17
TXN-1762,Unknown Customer,Female,2022-01-15,50,85000.0,196.44,Electronics,Germany,196.44
TXN-1763,Chris Hemsworth,Male,2019-08-11,47,150000.0,62.0,Electronics,United States,62.0
TXN-1764,Unknown Customer,Male,2022-11-04,34,85000.0,270.36,Electronics,Germany,270.36
TXN-1765,Chris Hemsworth,Female,2022-01-15,60,62500.0,248.73,Beauty,United States,248.73
TXN-1766,Chris Hemsworth,Female,2021-12-01,49,150000.0,310.44,Beauty,United States,310.44
TXN-1767,Anna Kournikova,Female,2021-03-22,59,62500.0,404.75,Electronics,United States,404.75
TXN-1768,Laura Croft,Male,2023-05-10,68,32000.0,156.84,Electronics,United States,156.84
TXN-1769,John Smith,Male,2022-01-15,31,150000.0,481.43,Clothing,United States,481.43
TXN-1770,Unknown Customer,Female,2022-11-04,27,85000.0,272.46,Clothing,United States,272.46
TXN-1771,Emily Watson,Female,2022-11-04,64,120000.5,312.96,Clothing,United States,312.96
TXN-1772,John Smith,Female,2021-03-22,68,55000.0,343.53,Clothing,United States,343.53
TXN-1773,Laura Croft,Female,2019-08-11,53,62500.0,336.7,Beauty,Germany,336.7
TXN-1774,John Smith,Female,2020-08-15,51,150000.0,260.38,Beauty,Canada,260.38
TXN-1775,Michael Jordan,Male,2021-03-22,26,85000.0,220.09,Home & Kitchen,United States,220.09
TXN-1776,Emily Watson,Male,2021-03-22,59,150000.0,36.35,Beauty,United States,36.35
TXN-1777,Laura Croft,Male,2021-03-22,45,85000.0,20.82,Electronics,United States,20.82
TXN-1778,Anna Kournikova,Male,2022-01-15,28,85000.0,185.4,Electronics,United States,185.4
TXN-1779,Unknown Customer,Female,2023-05-10,31,85000.0,173.49,Beauty,United States,173.49
TXN-1780,Robert Downey,Male,2021-12-01,56,85000.0,199.97,Electronics,United States,199.97
TXN-1781,Laura Croft,Female,2023-05-10,44,55000.0,77.8,Beauty,United States,77.8
TXN-1782,Sarah Connor,Male,2021-03-22,64,120000.5,371.7,Electronics,Germany,371.7
TXN-1783,Unknown Customer,Male,2022-01-15,44,120000.5,429.91,Beauty,United States,429.91
TXN-1784,Laura Croft,Male,2021-03-22,36,150000.0,469.97,Home & Kitchen,United States,469.97
TXN-1785,Michael Jordan,Male,2020-08-15,44,150000.0,251.26,Electronics,United States,251.26
TXN-1786,Robert Downey,Female,2021-12-01,32,85000.0,353.42,Clothing,United States,353.42
TXN-1787,Michael Jordan,Male,2021-03-22,45,85000.0,429.22,Clothing,United Kingdom,429.22
TXN-1788,Robert Downey,Female,2022-11-04,41,85000.0,214.96,Home & Kitchen,United States,214.96
TXN-1789,Sarah Connor,Male,2019-08-11,25,85000.0,161.61,Beauty,United States,161.61
TXN-1790,Unknown Customer,Male,2023-05-10,60,85000.0,469.0,Electronics,Canada,469.0
TXN-1791,Anna Kournikova,Male,2021-12-01,26,62500.0,262.68,Electronics,United States,262.68
TXN-1792,Michael Jordan,Female,2023-05-10,64,62500.0,253.65,Clothing,United Kingdom,253.65
TXN-1793,Michael Jordan,Female,2022-11-04,50,32000.0,97.42,Beauty,Canada,97.42
TXN-1794,Chris Hemsworth,Male,2023-05-10,50,85000.0,63.0,Beauty,United Kingdom,63.0
TXN-1795,Robert Downey,Male,2023-05-10,36,55000.0,422.63,Electronics,United States,422.63
TXN-1796,David Beckham,Female,2021-03-22,20,32000.0,310.93,Electronics,United States,310.93
TXN-1797,Unknown Customer,Male,2020-08-15,27,150000.0,169.65,Beauty,Canada,169.65
TXN-1798,Robert Downey,Male,2021-03-22,57,85000.0,103.95,Electronics,Canada,103.95
TXN-1799,Chris Hemsworth,Female,2023-05-10,64,85000.0,282.19,Beauty,Germany,282.19
TXN-1800,John Smith,Female,2022-01-15,59,62500.0,296.12,Home & Kitchen,United Kingdom,296.12
TXN-1801,Robert Downey,Male,2019-08-11,18,85000.0,111.43,Electronics,United States,111.43
TXN-1802,Anna Kournikova,Female,2022-11-04,46,85000.0,248.73,Beauty,Germany,248.73
TXN-1803,Unknown Customer,Female,2020-08-15,67,85000.0,51.29,Clothing,United States,51.29
TXN-1804,Chris Hemsworth,Male,2021-03-22,51,55000.0,184.49,Electronics,United Kingdom,184.49
TXN-1805,John Smith,Female,2019-08-11,68,85000.0,343.39,Beauty,United States,343.39
TXN-1806,Emily Watson,Female,2021-12-01,30,120000.5,144.32,Clothing,United States,144.32
TXN-1807,Chris Hemsworth,Male,2022-11-04,44,85000.0,248.73,Electronics,Germany,248.73
TXN-1808,Emily Watson,Male,2021-03-22,18,120000.5,372.54,Clothing,United States,372.54
TXN-1809,Unknown Customer,Male,2020-08-15,51,85000.0,396.62,Electronics,United Kingdom,396.62
TXN-1810,Michael Jordan,Female,2022-01-15,46,32000.0,68.36,Beauty,United Kingdom,68.36
TXN-1811,Chris Hemsworth,Male,2021-03-22,65,120000.5,78.87,Clothing,United States,78.87
TXN-1812,Sarah Connor,Female,2021-12-01,64,32000.0,150.37,Beauty,Canada,150.37
TXN-1813,Emily Watson,Female,2022-11-04,30,62500.0,263.86,Clothing,United States,263.86
TXN-1814,Anna Kournikova,Male,2023-05-10,65,85000.0,376.53,Electronics,United States,376.53
TXN-1815,Sarah Connor,Female,2019-08-11,66,85000.0,419.9,Home & Kitchen,Canada,419.9
TXN-1816,Laura Croft,Male,2023-05-10,44,62500.0,355.12,Beauty,Germany,355.12
TXN-1817,Laura Croft,Female,2023-05-10,46,62500.0,465.01,Clothing,United States,465.01
TXN-1818,John Smith,Female,2020-08-15,56,95000.0,371.98,Electronics,United States,371.98
TXN-1819,Michael Jordan,Male,2020-07-19,41,45000.0,160.07,Beauty,United Kingdom,160.07
TXN-1820,Unknown Customer,Male,2022-01-15,43,55000.0,248.73,Home & Kitchen,United Kingdom,248.73
TXN-1821,Chris Hemsworth,Male,2020-07-19,34,32000.0,351.13,Beauty,Canada,351.13
TXN-1822,David Beckham,Male,2021-12-01,24,95000.0,104.51,Electronics,United States,104.51
TXN-1823,Anna Kournikova,Male,2022-01-15,30,45000.0,55.43,Clothing,United States,55.43
TXN-1824,Emily Watson,Male,2023-05-10,22,55000.0,270.79,Beauty,Germany,270.79
TXN-1825,Unknown Customer,Female,2019-08-11,43,32000.0,412.6,Electronics,United Kingdom,412.6
TXN-1826,Sarah Connor,Male,2023-05-10,66,85000.0,59.68,Electronics,United Kingdom,59.68
TXN-1827,Laura Croft,Male,2019-08-11,20,55000.0,398.03,Clothing,United Kingdom,398.03
TXN-1828,Anna Kournikova,Female,2020-07-19,24,85000.0,407.67,Electronics,United States,407.67
TXN-1829,David Beckham,Male,2020-08-15,66,62500.0,246.31,Clothing,United Kingdom,246.31
TXN-1830,Chris Hemsworth,Female,2020-08-15,56,45000.0,38.08,Electronics,United States,38.08
TXN-1831,John Smith,Female,2020-07-19,44,45000.0,95.55,Home & Kitchen,United States,95.55
TXN-1832,David Beckham,Female,2022-11-04,18,45000.0,248.73,Clothing,United States,248.73
TXN-1833,Anna Kournikova,Male,2022-01-15,66,32000.0,358.77,Beauty,United Kingdom,358.77
TXN-1834,David Beckham,Male,2022-01-15,34,85000.0,450.19,Home & Kitchen,United States,450.19
TXN-1835,Anna Kournikova,Male,2023-05-10,60,55000.0,295.52,Home & Kitchen,Germany,295.52
TXN-1836,Anna Kournikova,Female,2020-07-19,42,62500.0,70.81,Electronics,United States,70.81
TXN-1837,Robert Downey,Male,2021-12-01,20,85000.0,69.49,Electronics,United States,69.49
TXN-1838,Emily Watson,Male,2022-11-04,32,95000.0,363.35,Electronics,United States,363.35
TXN-1839,Laura Croft,Female,2022-01-15,46,85000.0,100.05,Clothing,United States,100.05
TXN-1840,Robert Downey,Male,2021-03-22,44,120000.5,170.91,Electronics,United States,170.91
TXN-1841,Chris Hemsworth,Male,2019-08-11,60,85000.0,248.73,Electronics,United Kingdom,248.73
TXN-1842,Robert Downey,Male,2021-03-22,49,95000.0,22.13,Electronics,Canada,22.13
TXN-1843,Michael Jordan,Female,2021-03-22,43,62500.0,131.92,Electronics,United States,131.92
TXN-1844,Michael Jordan,Male,2022-01-15,33,120000.5,209.87,Clothing,Canada,209.87
TXN-1845,Laura Croft,Female,2022-11-04,42,120000.5,147.02,Clothing,United States,147.02
TXN-1846,David Beckham,Female,2020-07-19,44,85000.0,76.82,Electronics,United States,76.82
TXN-1847,Emily Watson,Male,2021-03-22,45,45000.0,366.73,Clothing,United Kingdom,366.73
TXN-1848,Laura Croft,Female,2023-05-10,26,150000.0,408.44,Electronics,United States,408.44
TXN-1849,Anna Kournikova,Male,2022-11-04,44,62500.0,136.16,Electronics,United States,136.16
TXN-1850,Sarah Connor,Male,2022-11-04,44,45000.0,389.47,Home & Kitchen,Canada,389.47
TXN-1851,Emily Watson,Female,2022-01-15,18,62500.0,198.92,Electronics,United Kingdom,198.92
TXN-1852,Emily Watson,Female,2023-05-10,46,150000.0,258.28,Beauty,United Kingdom,258.28
